report_date;location;climate;temp_max;temp_min;unit_temp;population;population_density;unit_pop_density;latitude_north_borders;longitude_north_borders;latitude_west_borders;longitude_west_borders;latitude_est_borders;longitude_est_borders;latitude_south_borders;longitude_south_borders;location_type;data_field;data_field_code;time_period;time_period_type;value;unit
30/04/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;3264;cases
07/05/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2535;cases
14/05/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2535;cases
21/05/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2535;cases
28/05/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2667;cases
11/06/2016;Brazil-Tocantins;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;state;zika_reported;BR0011;NA;NA;2795;cases
02/04/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;17504;cases
23/04/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;20101;cases
30/04/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;21364;cases
07/05/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;21756;cases
14/05/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;21756;cases
21/05/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;22508;cases
28/05/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;24683;cases
11/06/2016;Centro-Oeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;25246;cases
02/04/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;30286;cases
23/04/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;43000;cases
30/04/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;47709;cases
07/05/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;51065;cases
14/05/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;51065;cases
21/05/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;54165;cases
28/05/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;59745;cases
11/06/2016;Nordeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;61829;cases
02/04/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;6295;cases
23/04/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;8545;cases
30/04/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;8379;cases
07/05/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;8053;cases
14/05/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;8053;cases
21/05/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;8432;cases
28/05/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;9022;cases
11/06/2016;Norte;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;10645;cases
02/04/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;35505;cases
23/04/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;46318;cases
30/04/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;48027;cases
07/05/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;54803;cases
14/05/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;54803;cases
21/05/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;61309;cases
28/05/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;65328;cases
11/06/2016;Sudeste;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;65820;cases
02/04/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;1797;cases
23/04/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2197;cases
30/04/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2343;cases
07/05/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2431;cases
14/05/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2431;cases
21/05/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2491;cases
28/05/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2463;cases
11/06/2016;Sul;savanna;31,00;22,00;degrees;207 848 000;24,70;personne/km(2);4.205138; -60.069548;-6.980348; -73.370158;-7.757672; -34.828211;-33.675245; -53.331061;region;zika_reported;BR0011;NA;NA;2392;cases
